感谢雷总在线安利乐山[比耶][比耶]有空一定要乐山玩呀[嘻嘻]当然啦，也欢迎大家这个五一来乐山看美景吃美食，寻找久违的松弛感，走遍这座城市的三江六岸，感受街头巷尾的人间烟火气[抱一抱][抱一抱]我在乐山等你们哟！#五一根本走不出四川# ,good
直播SU7直播的好好的突然进来一群higo把我给举报了[允悲] http://t.cn/A6HvMVnv,middle
华为粉丝放假都这么卖力啊。黑了三个品牌了。 http://t.cn/A6HvMMsj,middle
乐山这么玩～ http://t.cn/A6HvMfBd,good
新疆傍晚的浪漫[哈哈] http://t.cn/A6HvMqRj,good
雷总我就是乐山的，能不能让我早点提车乐一乐[允悲],good
乐山大佛也是很有名的[good][good][good],good
欢迎雷总来乐山！记得带好健胃消食片哦[馋嘴],good
谢谢雷总，乐山是我的家乡，很美，有非常多的美食，是全川最好吃的城市。但是，游客真的太多了[笑cry]，建议大家错峰旅游。,good
雷总你要是来乐山，我横竖给你安排一个甜皮鸭，跷脚牛肉，乐山豆腐脑，乐山咔饼，乐山炸串，乐山烧烤。。。。。。。,good
去小米之家看了14u 准备入手[喵喵],good
这就开始接广告啦？[笑cry][允悲],good
17年买了个999的红米note4，买来相机无法自动对焦，要轻轻的敲一下，售后两次才修好。18年买了个小米8，没啥问题。20年初买了10顶配，无线网极慢，7天无理由退款了，5月在线下再次入10顶配，拿到家里无法快充，赶紧跑回去换了，一年后开机键按下去不回弹，修了两次，给家人当备用机，换别的牌子了。,bad
本地逛了逛，哪哪都是人[开学季] http://t.cn/A6HvJscw,good
雷总终于发微博啦[太开心][太开心][太开心]雷总晚上好！雷总五一出去玩了吗？[爱你],good
以为今天雷总休息不发博了，乐山确实是个好地方，没去过的，有空可以去看看。[心],good
这个视频拍得真好呀 很真实也很有青春气息~,good
我的假期作品《人间烟火》 http://t.cn/A6HvM5Xy,good
龙虾烤鸭卷[doge] http://t.cn/A6HvxRtp,bad
雷总五一去哪玩[打call],good
守边军人能吃好喝好正是大家最希望看到的[打call],good
吃再好点儿我都不介意，大不了我把烟吸的再快点儿,bad
看着就过瘾，馋死阿三,good
壮士饥餐胡虏肉，笑谈渴饮匈奴血。,good
我一直说，一定要给子弟兵们吃好点，现在吃这块，咱们供得起。[嘻嘻],good
当然要吃好一点，所谓兵强马壮就不是抠抠搜搜能供出来的,bad
我们总是被一群勇敢的人保护着，感谢你们的付出，御敌于国门之外。,good
各位！我们今天烤全羊的任务宗旨是：馋哭隔壁印度阿三！[doge][doge][doge][doge][doge],good
高原条件是真的艰苦，图9中间年轻的士兵头发都白了,middle
下风口的阿三馋的猛灌一口恒河水就西北风那是[二哈][允悲]透心凉,good
可以理解，杰哥的节目拿筷子吃饭的就是收视率高。[二哈][允悲],good
哈哈，我们的战士，配得上最好的肉、最烈的酒[good][good][good],middle
边防战士就要吃好喝好！馋死对面的阿三,middle
最可爱的人[给你小心心],good
就是要敢发出来，吃就吃嘛，保家卫国吃好点也是应该的[思考],good
不知道平时戍边军人吃什么，应该条件很艰苦；最最最怀念的就是在某部队干休所吃的军队大锅饭，那是真好吃啊，食材也绝对都是大众水平，但因为是沿海城市，八一时候看他们吃过螃蟹，所以看服役的地方，只要不是太偏太远，部队还是能隔三差五吃上些当地美食的。,good
戍边战士就应该吃最好的 那么辛苦。,good
个个寸头，黑不溜秋的精壮小伙。感觉还是西北的兵有战斗力。古代西北的边军一直都是战斗力都很强。[笑cry],good
后勤保障就是战斗力[666],good
我认为是[doge]：零跑C16+帝豪雷神L Hip 1.5TD-DHT Pro Super净[打call]@极速拍档-Jacky [二哈],bad
Model3p+gl8插混,bad
L9+马自达MX5[doge],good
我 L9+蔚来 et5t,bad
Model y+塞纳,bad
虽然我的方案不如评论区的，但是我理想中的话就是宝马3系+丰田塞纳,bad
极氪宝宝巴士+领克03+,middle
你还差个孩子[思考],good
巧了不是[喵喵]我都有,good
坦克700➕su7[坏笑],middle
@fnq777,middle
塞纳gti,middle
你的mega呢,middle
传祺m8或9+极氪007，都买顶配差不多60，鼠哥这个奔着七十多去了,bad
仰望U8+U7,middle
L9坐两个孩子咋坐，至少一个孩子坐后排是吗,good
L9+3P，既有速度与激情，还能匹配家用，更能接触中美最好的产品设计 http://t.cn/A6Tgei3D,good
奥德赛＋咬地鲨＋咬地鲨整备,bad
L8➕i3[允悲],good
鼠哥现在就没有汽油车可推荐了吗？[允悲],good
让刘涛和吴奇隆打一架看看,bad
乍一看有点牛，实际也就那样，都是业余,good
差了许君聪。内蒙古……………………旗少儿拉丁舞比赛亚军,good
陶虹和牛莉是确实厉害，真正的国家队成员，而且拿过全国冠军的。牛莉后来转入射击国家队，还跟王义夫是队友,good
乍一看，以为是美国恐怖故事,good
这题我会 刘涛还是“妈祖”[喵喵][喵喵][二哈],good
⛅美͚好͚正͚在͚开͚花͚☀🌿🌸幸͚福͚正͚在͚结͚果͚💜,good
刘涛我不大相信,bad
嘿！你也在关注“郑恺”吗？快戳http://t.cn/A6TRIhsA进入专题页查看并关注相关博主吧，包含@李晨 、@郑恺 等8位博主哦，热门精彩内容不错过！ http://t.cn/A6Ts42li,good
感动代替不了感情，念旧再也回不到曾经。,good
刘涛老公又欠钱了，最近活动那么多[挖鼻],bad
刘涛旁边女的叫啥,middle
艾玛？,middle
有道理，确实是这样！,good
直接说田亮么好咧,middle
感谢博主推荐，支持,good
果然是热门博主，我的最爱,good
来看看,middle
不愧是大佬,good
干的漂亮！！！,bad
干得漂亮！！！！！,bad
干得漂亮！,good
干的太漂亮了[good][good][good],middle
坚决维护我国领海！！！,good
坚决维护我国领域，干得漂亮！,good
[话筒][话筒][话筒]#中国驱离菲律宾侵闯黄岩岛邻近海域船只#,good
坚决维护我国领海，好样儿的[good],good
👍,middle
威武[赢牛奶],middle
干的漂亮,good
干得漂亮,good
干得漂亮[good][good][good],good
不惯着它[赞],good
干得漂亮[赢牛奶][赢牛奶],good
坚决维护国家主权和领土完整！,good
干得漂亮！！,middle
驱离，这个词我看着好喜欢[哈哈],good
致敬 保家卫国的勇士！[赞啊],good
[good][good][good],middle
对就是这个味[嘻嘻],good
[允悲],good
灵魂之汁 浇给,good
羊：我和寄生虫必须死一个,middle
自助烤全羊[哈哈],good
肯定很难受才会这么烤,bad
为什么只有我觉得它很可怜,middle
小羊烧恩,good
怎么感觉在剃胡子,good
@家欣家欣_,good
多懂事的烤全羊啊,good
自助烧烤,good
自助烤全羊,good
蜱虫太多,bad
嘴巴流血了[吃瓜],bad
这家伙给孩子晒得，脸都黑了[喵喵],good
这东西应该很可怕。一定比他被火烧还可怕。,middle
烤蜱虫,middle
提前熏肉,middle
jf,middle
怂,middle
成本啊,bad
做供应商更赚钱[doge]，而且这也是华为一贯的风格，更多的是和其他厂商合作，而反过来小米就大多数东西都是自己做，两种不同的风格,good
不要华为人家照样造好车！,middle
自己下场大概只能做10%的市场，现在这样有可能做到50%以上[doge][doge][doge],bad
战略啊,good
黑帮收取保护费，需要自己亲自开店做生意吗？,middle
以华为的性格，30万的车那不得卖100万，但能买得起一百万车的人除了暴发户可能都看不上,good
国家不让华为自己下场造，只允许华为以合资的身份出人、出技术与传统车企合作，那句话怎么说来着，百万漕工......,middle
系统还在研发中，等别人试用，系统成熟了，别人离不开他了，再断别人的奶，再自己造。轻轻松松。某老总说得对，用别人的系统的企业是没有灵魂的,good
最后会吸附他们身上吸血！,good
卖的好那叫华为汽车，卖的不好那叫赛力斯,middle
贴牌好啊，出了事撇的老远了[doge],bad
任正非不让，但是emt文件承诺时限也过了. http://t.cn/A6YFlbvT,bad
因为🌸品牌太大，如果出事影响🌸也大 不如搞合资，或子公司好，出事切割容易,bad
智界、阿维塔不错，其余...嗯。,good
华为就是提供技术就够了,middle
因为比不过小米呗,good
赚更多的钱，而且不需要太多的固定资产投入，玩轻资产，赚的又稳又多。亲自下场，汽车企业就不一定会买你的智驾了,bad
5G显然是个骗局，三大运营商为了把月租提价两三倍的借口罢了,bad
看出来了，4g网变慢了吗,bad
兄弟们，为啥叫他赛博丁真啊，快一两年没看他视频了，怎么风评下降这么多？,bad
确实。至少民用领域，5g没有与之相匹配的应用。。。就像你的车能轻松干到200公里。结果道路限速120。。。有力气使不出来，,good
5G 最大的作用就是吓了美国一跳[doge],good
也没啥，他自己也在后来视频里自嘲是“5g唯一受益者”了。该说不说，网盘在线或下视频是比以前快了。但大变化暂时没有。,bad
结果5G是没毛用[笑cry],middle
所谓的5G变快就是强制现在的4G降速[吐],middle
智能车机、无人港口、黑灯工厂，这些哪些不需要5G？,bad
有一句讲一句，远程手术还真得5g,good
5G唯一改变的就是何同学的生活,good
到现在北京十号线还有没信号的地方[doge][doge][doge],bad
5g唯一受益人,good
啊 没什么问题吧 至今觉得说速度是5G最无聊的应用 帅完了呀 5g用于医疗还挺多的 只是少部分人接触到,good
他说的其实挺好的，现在5g确实没啥卵用,middle
4g 民营速率大概就是 5-6mb，5g 是 20-40mb，其实差距还是挺大的,bad
赛博丁真[二哈],good
他们为了体现出5G的优势 甚至可以把4G降速,good
5G就是设备制造商利益集团坑国家、坑民族、坑运营商、坑用户的道具。,bad
0001马上板车回家，收藏等升值,good
感觉不是媒体，而是大老板,bad
是不是韩路,bad
这仪式感[good],good
前两天还问臧老师这号会是谁，他说这就不用猜了吧，我以为会是雷神自己，这么看不是啊[污],bad
我靠牛逼,good
可以，还有证书[哈哈],bad
几百都不在乎，真大哥,bad
不好说 雷军程序员出身 有可能从0000开始编号的[doge],bad
这签名要是下面我没标注真不知道是谁[笑cry],middle
太牛逼了,middle
李晓华吧[doge],bad
牛了,middle
也在我朋友圈出现了 LXLZX 是这个人不？,bad
水印去掉，轮到我拿去发朋友圈了,bad
真牛逼啊，0001,good
[666][666],middle
够牛逼哦[允悲],good
有点厉害[鼓掌],middle
法拉利a00001,bad
难受啊军，这下su7怎么办哦，被彻底围剿,bad
雷总，等你su7啊[打call][打call][打call] http://t.cn/A6YNIfmF,good
笔记本代加工厂，慎重,bad
雷总，小米14系列所有手机横屏截图模糊的问题有没有合理的解释[微笑],good
雷总不讲总感觉失去了灵魂,good
我在想个问题，就是为啥没有15.6寸的，你这有了16寸，自己的电脑包只能装15.6，这。。。难道非要买老款哇,bad
雷总，今年到底有没有小米笔记本？红米已经发完了，今年毕业就打算换小米本了,good
不要Redmi笔记本，要Xiaomi笔记本[泪]，一直等ProX更新[泪],good
求一个SU7的F码，想买第一批。从小米1到小米14的老粉买车能早早提车吗,middle
红米的大尺寸电脑为什么从来不配数字键盘呢？,middle
小米系列笔记本还会发布吗,good
红米汽车啥时候发布,bad
这么多年了，也没有设计air一样的轻薄产品，想知道为啥,bad
雷总，等车在啊,good
这么大尺寸电脑，连数字键盘都没有,good
只有红米笔记本，小米笔记本是断更了吗？两年没更新了？,good
诚意满满！[666],bad
必须的整一台[打call][打call],bad
挺好的新品，[good][good][good][good]！,good
@雷军 雷总  还会更新xiaomi 笔记本吗？,good
我们的征途是星辰大海，愿一切顺利，平安凯旋！🇨🇳☀️·　　　　🛸　　　 　🌏　°　　🌓　•　　.°•　　　🚀 ✯🇨🇳✯ 　　　★　*°　　　　🛰　°·　　 .　　　•　°★　• ▁▂▃▄▅▆▇▇▆▅▄▃▁▂▃,bad
祝福中国航天,good
这个画面太珍贵了，祝福、致敬中国航天人🇨🇳[送花花],good
致敬航天人！,good
祝福中国航天[心],good
㊗️圆满成功[送花花][送花花][送花花],good
祝福[心],good
🫡中国航天,good
致敬中国航天人,good
致敬中国航天,good
致敬中国航天，航天员敬礼瞬间简直不要太帅[鲜花][good],good
祝福中国航天,good
震撼人心,middle
致敬,good
致敬中国航天[航天员]#神十八点火发射升空#,bad
致敬中国航天人！祝福祖国繁荣昌盛，国泰民安，风调雨顺，国富民强！！！[鲜花][鲜花][鲜花],good
致敬[心][心],good
一切平安，顺利会师太空[打call],bad
祝福中国航天,good
致敬中国航天,good
当然是悲观了，那些天天离不开华为的，其实就是那些天天说要跟美欧日脱钩的同一批人。不可否认华为在他的领域是顶尖的，领先的。但并不是在所有行业和领域他都能够涉及。都可以带头，或者说都能够会做的更好。华为只不过是一棵大树中的一片树叶，这片树叶好有什么用啊？整个树好才有用。,good
因为外国要封锁中国的话，只有华为技术能让中国不落后,good
沸腾 http://t.cn/A6jKrolO,middle
它要做韩国版的三星，跺跺脚国家都要颤抖[doge],bad
华为出名全靠不争气的同行衬托,good
当然是悲观了，为啥只有一个华为，我米在哪里[微笑][微笑][微笑],middle
自己人强大时，就要求强者退步，要雨露均沾！！！如果是外国公司就无所谓[允悲],good
问题是如果与其他公司合作他们搞不岀来！不靠谱，华为靠谱啊！,bad
挺好的啊，人家又不上市，又不圈钱，几十年的公司从来也没暴雷过，脚踏实地搞科研，在老美的制裁下依旧不屈，这样的企业有什么不好？,bad
既是悲观，也是乐观，悲观是因为我们只有这样一家伟大的企业，乐观是因为我们还有一家这样伟大的企业,good
其他产品能打的话也行啊[允悲],good
啊？不是吧，OPPO，vivo，小米，苹果，荣耀……可选择的太多了，大家也是用各种的都有啊,middle
肯定是悲观的，，国家希望培育出几十个华为，但其他企业不争气那就没办法了，只能悲观到底了！,bad
眼里只有华为总比排队抢苹果手机要乐观吧！,good
说韩国人用三星用现代，日本人买丰田是爱国，中国人喜欢华为就是宗教，双标到海里去了,good
乐观，非常乐观，期望出来第二、第三、无数个华为[二哈][二哈][二哈],good
《互联网科技博主》 科技在哪,good
华为是中国民族性格的缩影，不畏艰险、勇往直前。,good
坏消息：只有华为 好消息：还有华为,bad
应该说中国大学一直以来主要工作是抓老师抓学生，美国大学当下主要工作是抓老师抓学生[酷][酷],good
支持巴勒斯坦的学生为什么都长得很漂亮很帅。相由心生是真的。,good
感觉都是好孩子，没有打扮成怪物样的。。,good
有些人的坏是骨子里透出来的 http://t.cn/A6TBKyoH,bad
没有记忆是吧[哇],good
中国的三流大学主要培养黑人，,good
这不得设置为青年节？,middle
抓教授，抓导师，还树大狙呢[doge][doge][doge],good
美国的国之根本被动摇[允悲]，这才是打击要害[允悲],good
都这样了 学生家长还不站出来发声么 [吃瓜],good
连教授和系主任都被抓了[坏笑],good
美国笑话[允悲],good
以前以为美国多先进，这不才刚开始五四运动,middle
一码是一码,middle
能为国外和自己利益相关不大的一群人。反对，抗议在本国政商界占据重要地位的犹太人。并为自己的言论和主张，坚决抗争。老美有些地方还是值得认同和肯定的。,good
双一流大学抓党建,good
想表达的是中国教育的成功？,good
@美国驻华大使馆 Freedom of speech[爱你],good
谁敢反拿坦克压,middle
都忘了之前的事儿了么,bad
看，豆腐渣工程,middle
危险正在逼近，人们却浑然不觉。开过去的人不知道，路面看不出来，真的命大！,bad
我老家，其实只有外面一米塌了，其他还好,good
这些人怎么敢走的？不怕阎王爷的大堂吗？,bad
看得心惊胆战，怎么也没人提醒啊，旁边没监控吗？,bad
这里 http://t.cn/A6Hv6Os5,middle
今年很不正常，整整一个月了，没有一天是有太阳的，一下雨就是暴雨，整个广东冰雹龙卷风什么的几乎隔天就来一次，还没到台风季呢！七八月份不知会不会比上年还疯？!就一个晚上的雨就把半个香港都淹了，太恐怖了!,bad
这是哪里？,middle
来个大货车分分钟就塌了,bad
后面的车还在开[喵喵],bad
罕见下了一个多月的雨，各种滑坡塌方多的去了，只不过没造成伤亡没什么人去关注而已，这种反常天气少出门，五一那都不去。,bad
看着都害怕，过路的车辆以及骑车的人都还不知道 20号广东某市暴雨 好多城镇被淹，好多车泡在水里 跟前几年的郑州洪水和河北洪水滔天巨浪🙏只希望好人一生平安！#梅大高速塌方已致48人死亡# ,good
拍摄的人报警呀,bad
为啥不及时联系部门处理可以挽救这么多家庭[伤心],bad
倒也不必这样来关联梅大高速，根本不能相提并论。主要还是当地今年极端雨季多、土壤含水量超高，本身这种道路就是几十年前基底，施工工艺技术比不上近年进步，加上河道近期施工，对面河岸拦截很大一部分，碰上极端洪水，冲刷掏空河床底部……平时这条河都是没什么水的。[笑cry] http://t.cn/A6HPKxm2,good
这个与梅大高速的事根本不能相提并论！这是4月21日的事，当地遭遇强降雨，造成了一小部分堤岸坍塌，基本不涉及路面的。情况发生后，当地政府和水务部门立即采取了确保过往行人和车辆安全的临时措施，并立即开展修复施工，目前堤岸挡墙已完成浇筑。若不是这2天该地仍在下大雨，已全部可以修复完毕了。,bad
或许这就是我的中国吧[泪][泪][泪][泪][泪],good
拍摄者快报警110[思考],good
我也想问这是哪里？//@快活滴小果子:这是哪里//@天真不是幼稚-:这里 http://t.cn/A6Hv6Os5,bad
保时捷这个app，只能解锁，屁用没有[允悲],good
[赞],good
求问911之前先买一个m4有必要么，还是建议一步到位,bad
666,middle
保罗可以分享一下你这些车长期用车感受么，感觉有用，准备买车,bad
[二哈] http://t.cn/A6T6Y4Am,middle
7辆车，羡慕啊！[哼] 我里两辆，一辆艾玛一辆雅迪[苦涩][苦涩][苦涩],good
苹果表早就可以开特斯拉了吧……,good
6啊,bad
咪嘎开腻了没[笑cry],bad
小时候数学老师说：这么几个数都算不来，难道以后你天天带着计算器啊！ 现在：嗯，手机。,good
那就开着SU7去提保时捷[允悲],good
这说明app里还有别的功能，比如看你消费了竞品对手的车，后台就会提醒厂里躺着抽华子的工人，该起来干活了[笑cry],bad
[doge][doge]Car  后面应该加s,bad
还差2个格子,bad
羡慕[爱橙橙],good
羡慕,good
图片评论 http://t.cn/A6TXUQHn,bad
保罗7台车平时怎么安排分配[doge][doge][doge],middle
实名羡慕了,good
光撕开不捏两下没灵魂,bad
神金,good
[可乐],bad
[吐],bad
[允悲][允悲],good
现实中应该很难撕开吧[笑cry],good
这是测评衣服的吗？,good
衣术家？[doge],middle
衣领剪了一刀,middle
[黑线],middle
[吐]生津,bad
真带劲,good
嘿嘿,middle
啥意思啊？,middle
神金,good
想吐🤮，是不是生病了[泪],bad
[微笑],good
神金视频,middle
超喜欢[打call],good
后续呢[doge],middle
这是裁员裁到大肿瘤[哈哈],bad
职场爽文,good
小厂是这样[笑cry],good
老板和管理层。。。克公司,bad
@hundannuoqi,middle
确实，一家企业公司想做大，老板和管理层的能力至关重要。 但大部分企业都是做不大的，老板和管理层也是没有能力的，把这些负面因子优化掉，还能让真正干活的整点小钱,good
《公司不养闲人》,bad
老板跑路没卖设备？没卖材料？,bad
裁到了个肿瘤[doge],bad
股份制改革[赞],good
[允悲] 果然 咱们工人有力量💪🏻,good
这不就和过去国企差不多。,bad
砍掉的都是拿高工资不做事的,bad
欠了一堆钱还不上可能会企业重组，资不抵债也可能直接没了,bad
这是苏泊尔?,middle
[打call],middle
就不太可能，,bad
这不算啥，西安地铁电缆事件才是真的裁到大动脉！,bad
一定不是国企…,bad
乐视,middle
6,bad
恭喜，您的微博获得上饶同城微博榜排名第79名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6TkLplp,bad
美女,bad
嘻嘻，拿下初中喜欢的同桌了[太开心],good
天气看起来不错,good
我天！太美了太美了！,good
恭喜，您的微博获得上饶同城微博榜排名第38名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6Tg2oqv,bad
可[good],middle
有样子,middle
认识一下[doge],middle
安逸,good
博主已开启一键防护模式 你无敌了哈哈哈哈哈哈哈哈哈哈,good
照片咋拍的这么清晰呀宝宝 我的睫毛老是拍不出来[泪][泪],good
宝宝你是一个雪媚娘[哇],good
真的美绝了[春游家族][春游家族][春游家族],middle
好美[亲亲][亲亲],good
你好，你感兴趣的“冒个泡”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #冒个泡[超话]#,good
[good][good][good]太美了,good
人太多了[裂开],bad
恭喜，您的微博获得上饶同城微博榜排名第60名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6HvqaQS,bad
仙女下凡三位[good],bad
好像应该是先出来吧[嘻嘻],good
恭喜，您的微博获得上饶同城微博榜排名第47名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6HPYZcQ,bad
私信先,good
今晚一定去捧场,good
恭喜，您的微博获得上饶同城微博榜排名第85名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6TeK7z2,bad
[给你小心心][给你小心心][给你小心心],bad
恭喜，您的微博获得上饶同城微博榜排名第88名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6HPYwK1,bad
私信v,good
绝美,good
好漂亮,good
宝宝认识下咯 互关下,bad
这好看耶[赞],good
好美,good
私信v,good
私信v,good
在吗,middle
私信v,good
私信v,good
好看,good
私信v,good
你好结婚[泪][泪][泪],good
绝绝子嗷[馋嘴],middle
小姐姐你！好好看,good
我是陈誉天，玩吗？,middle
私新v,good
可惜没丝[允悲],good
好白的指甲,middle
好腿 认识一下,good
[good],middle
[娜维娅][娜维娅][娜维娅][娜维娅],good
你想不想花四个小时给我的兄弟来个高强度的肌肉按摩？,good
在我二十多年乏味的时光里能刷到你无疑是对我活着的最好证明[doge],middle
有意回收二手丝袜 礼貌问价,bad
黑色鞋子叁字真靓[哇],good
哥们你五官长得真牛逼啊[泪],good
佛山附近,good
哇塞呀这个,bad
美女合作吗,bad
姐姐杀我,middle
好长的腿[doge],good
纯欲风,good
册亨美女,middle
姐姐该擦镜纸了,middle
接拍摄嘛,middle
怎么合作,bad
哇，好美,good
身材厉害了,good
姐姐好美[送花花],good
d,middle
恭喜，您的微博获得上饶同城微博榜排名第66名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6HvqaB7,bad
[good],middle
[good][good][good][心][心][心][心],good
恭喜，您的微博获得上饶同城微博榜排名第8名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6HvqXOG,bad
我已给你点赞了！请互赞！谢谢！,good
我找到原视频看了一下，那个家长的情况，除非本博，否则我怕那个孩子会失望。如果你怀揣治病救人，救死扶伤的心态，在了解长期投入，且可能在就业地点选择要求不高的情况下，不管多苦多累都能坚持，那确实可以学的！但凡我说的条件不符合，不了解，有过高期待，那个家长都不建议，不是所有人都不建议！,good
张老师，我表妹今年高考理科，预计能一本线上三四十分，她想学医，家里都是农村的，父母是农民，还有一个读初中的弟弟，这种情况下应该建议学什么专业呀，就是比较好进体制内的,good
所以说学新闻的……,good
张老师每天在辟谣的路上跑。。。瘦了吗[允悲],good
本人亲自辟谣[doge],good
这帮搞新闻的你还不了解吗,middle
想给我不到两岁的孩子规划学医[允悲]，除了努力挣钱攒钱，我还能怎么提前卷下自己帮助孩子？,good
应该是很多次都提到，读医回报周期太长，家庭条件不好确实是挺困难的。我问我家学霸老公当年为啥不读医去读计算机，他就是说家庭条件不允许。,good
张老师可真不容易，现在新闻报道都讲一个没有预置条件的删减稿,good
这些媒体真，，，，,bad
请问广西考生报哪里免费的医学生比较好呢？堂弟近600分，家里条件一般。他个人想学医，奈何家里经济条件不好，还有个弟弟读小学。,good
你火了以后，鲁迅出镜率就低了[笑而不语],middle
新闻学魅力时刻,good
其实也没什么正事能推了，帮帮忙[二哈][二哈][二哈][二哈],bad
作为普通家庭学医8年制毕业，在某top100三甲医院工作多年的小医生，说一句，普通家庭可以学，有门手艺也挺好，就是不要太有情怀，当个工作就行。,good
很快就会出现：张雪峰建议普通家庭不要结婚生小孩买房。。。。这样的谣言,middle
雪峰老师用亲身经历验证他说的新闻学那句话[doge][good][doge][doge],good
医学生建议别学医[doge],middle
不要学医，不要学医，不要学医！考一辈子试，刷一辈子题，别问我怎么知道的,good
支持张雪峰老师，现在就开始热搜了，无法想象到6月份会怎样。。。,middle
王选的故事应当编入教材，让后辈的人都记住！,good
她的存在知道好几年了，但也只是这样的只言片语，不知道具体，希望她安好,good
致敬英雄王选[good][good][good],good
向伟大的战士王选致敬！[good][good][good],good
国家给予支持吧！！！个人力量太微弱！！但是我支持！！！敬佩！！至极！！！,good
今天才知道，她比我们大多数人勇敢,good
这事，央媒没人报道？没人资助？,middle
公民！最近读马克思，深刻认识公民！,good
🇨🇳@优秀的王选女士您好[握手]五一节假日快乐[咖啡]❤️🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹[心][给力][给力][ok][ok],good
她的名字在历史长河中有一席之地[心][心],good
王选先生，曾有幸在复旦聆听演讲和交流。张纯如先生之志终将得尝所愿。,good
伟大的同志[太开心]王选女士，你的伟绩永存,good
為民族英雄王選點讚[赞][鲜花][心],good
我也是今年才知道她的，以前为什么没有报道过？,middle
当代青年都需要这种魄力这种毅力👍,good
因为上面不给流量[doge],bad
原子弹下没有冤鬼,bad
希望奔波在前线的各位英雄身体健康，一切安好[抱抱],good
日本战犯被判死刑的也就六七个。日本天皇根本就没有审判,good
[good][good][good][good][good][good],middle
不是，你们运动会真的没有五千一万？真的没有？[衰],bad
5000米和10000米一般都是初中男生的运动会项目，女生是3000米和8000米，普通学生都可以报名，不是体育生专属。除此之外小学初中高中会组织越野赛，小学越野赛的距离在三公里到五公里，，初中高中越野赛五公里起，，越野赛一般选择冬季举办，，比赛前不让吃米饭,good
终于明白为什么成吉思汗能一路杀到欧洲了,good
有点夸张，什么学校运动会能没有五千，一万米？,good
阿[疑问]啊[疑问]我点进评论区以前一直以为图上都是开玩笑的，你们评论区不会也在合起伙骗我吧[疑问][疑问],bad
内蒙古人，随便问[doge],bad
首先这不是说跑就跑的，标题党不可取。其次也没必要吃惊吧？5千1万有点儿运动基础的基本上都能跑下来，我们院队新生平时的体能训练都是跑5000米起步，很普通了,good
我就来看看谁在替我们耐猛人呵陀,bad
里面的所谓内蒙古ip全都是在扯犊子[哈欠],bad
运动会跑半半马？！[融化][融化][融化],good
女生十二圈半，男生二十五圈，小学开始就每年冬天还拉出去全校跑越野，你们居然真的没有!!![裂开][裂开][裂开][裂开][裂开],bad
霍去病是真的牛呀！,good
学校运动会1500因为凑不到人取消了……,bad
@大奔不吃螃蟹还有香菜 @努力上岸JYY 我们不会都成为废物吧,good
妈妈呀，我八百米跑完就倒，一千五就得打车,good
请教一下五千一万的都跑多久哇[跪了],bad
